gameid,title,developers,publishers,genres,supported_languages,release_date
1428820,Wordle 3,['PreoNus Games'],['Gigantum Games'],"['Casual', 'Indie', 'Simulation', 'Sports']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Azerbaijani', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Afrikaans', 'Basque', 'Belarusian', 'Bangla', 'Bosnian', 'Valencian', 'Welsh', 'Wolof', 'Galician', 'Georgian', 'Gujarati', 'Dari', 'Zulu', 'Hebrew', 'Igbo', 'Indonesian', 'Irish', 'Icelandic', 'Yoruba', 'Kazakh', 'Kannada', 'Catalan', 'Quechua', 'Kinyarwanda', ""K'iche'"", 'Konkani', 'Xhosa', 'Khmer', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Persian', 'Serbian', 'Sotho', 'Sinhala', 'Sindhi', 'Slovak', 'Slovenian', 'Sorani', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uzbek', 'Uyghur', 'Urdu', 'Filipino', 'Hausa', 'Hindi', 'Croatian', 'Cherokee', 'Scots', 'Estonian']",2020-10-06
1428840,10mg: SNAAAK,"['Clovelt', 'Jok']",['10mg'],"['Action', 'Adventure', 'Indie']","['English', 'Spanish - Spain']",2020-10-19
1428870,Grapple,['Barji'],['Barji'],"['Action', 'Casual', 'Indie', 'Racing', 'Strategy', 'Free To Play']",['English'],2022-03-21
1428900,Tadpole Tales,"['Andrei Cretu', 'Giacomo Autili', 'Tomer Barnea']",['Pinnical Studio'],"['Action', 'Adventure', 'Casual', 'Free To Play', 'Indie']",['English'],2021-03-12
1428970,Where the Snow Settles,['Myriad Games Studio'],['Myriad Games Studio'],"['Adventure', 'Casual', 'Indie']",['English'],2021-07-22
1428980,The Count of Monte Carlo,['Phil Blank'],['Phil Blank'],['RPG'],['English'],2020-10-26
1429040,Kaputte Kranz Chap1,['Sticky Rice'],['Sticky Rice'],"['Adventure', 'Casual', 'Indie', 'RPG']",['Simplified Chinese'],2021-01-28
1429100,Siren Head: The Siren's Forest,['Gwydion LLyr Meredydd'],['Gwydion LLyr Meredydd'],['Indie'],['English'],2020-10-15
1429130,Disquiet Fields,['CocoCode'],['CocoCode'],['Adventure'],['English'],2020-10-30
1429160,Prairie survival,['REFLEX'],['REFLEX'],"['Action', 'Adventure', 'Indie', 'RPG']",['English'],2020-10-16
1429210,Gelldonia,['Bombreature Games'],['Bombreature Games'],"['Action', 'Indie', 'RPG', 'Early Access']",['English'],2020-10-09
1429260,Robot Rogue,['Aineko Games'],['Aineko Games'],"['Indie', 'RPG', 'Strategy']",['English'],2020-10-14
1428270,Good puzzle: Animals,['Laush Dmitriy Sergeevich'],['Laush Studio'],"['Casual', 'Indie']","['English', 'Simplified Chinese', 'Russian']",2020-10-06
1428290,Anime - Match The Memory,['Boogygames Studios'],['Boogygames Studios'],"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",['English'],2020-10-06
1428300,ChronoDojo,['StarCouch Studio'],['StarCouch Studio'],"['Action', 'Casual', 'Indie', 'Strategy']",['English'],2024-02-29
1428310,The Test: Final Revelation,['Randumb Studios'],['Randumb Studios'],"['RPG', 'Simulation']",['English'],2020-10-12
1428360,Too Much Water,['Filip Budd'],['Filip Budd'],"['Adventure', 'Indie', 'Simulation', 'Early Access']",['English'],2020-12-17
1428420,Nucleares,['Iván Marcelo Pretti'],['Iván Marcelo Pretti'],"['Indie', 'Simulation']","['English', 'Spanish - Latin America', 'German']",2023-03-13
1428440,Change the World,['Tea Leaf Studios'],['Tea Leaf Studios'],"['Adventure', 'Casual', 'Indie']",['English'],2020-10-22
1428460,BISQUE DOLL,['寒蟬'],['寒蟬'],"['Adventure', 'Indie']","['English', 'French', 'German', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Portugal']",2020-10-09
1428470,Stowaway,['Sandstorm Studios Inc.'],['Sandstorm Studios Inc.'],"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",['English'],2020-11-06
1428480,Adventures of Bruce,['Graham Chow'],['Graham Chow'],"['Casual', 'Early Access']",['English'],2020-11-23
1428520,Mech Engineer,['KiberKreker'],['MicroProse Software'],"['Indie', 'Simulation', 'Strategy']","['English', 'Russian', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese']",2024-05-21
1428530,BLR80,['Atman Software'],['Atman Software'],"['Action', 'Indie']",['English'],2022-09-22
1428550,One Night with CLARA,['Kissend'],['Kissend'],"['Casual', 'Indie']",['English'],2021-08-06
1428560,Life with Mary,['Likesblondes'],['Likesblondes'],"['Adventure', 'Casual', 'Indie']",['English'],2020-11-10
1428570,Godland : The Fire Quest,['Rabah Chikhi'],['Rabah Chikhi'],['Indie'],"['French', 'English']",2022-05-31
1428580,Quiet Valley,['James Horn'],['James Horn'],"['Action', 'Adventure', 'Indie']",['English'],2020-10-08
1428610,Animal Rescuer: Prologue,['Turquoise Revival Games'],['Turquoise Revival Games'],"['Action', 'Adventure', 'Free To Play', 'Indie', 'RPG']","['English', 'Turkish', 'French', 'German', 'Spanish - Spain', 'Polish', 'Spanish - Latin America', 'Italian', 'Japanese', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Korean', 'Ukrainian']",2020-10-07
1428630,Diamond hunt,['RockingDyde!'],['RockingDyde!'],"['Action', 'Indie']",['English'],2020-10-09
1428650,Gladiators Tale,['Xavier Lopes'],['Xavier Lopes'],"['Action', 'Indie', 'RPG']",['English'],2023-09-05
1428150,SAVAGE,['Lightning Cop'],['HM.GAMES'],"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Spanish - Latin America', 'Korean', 'Italian']",2020-12-21
1428160,Nosferatu's Butler,"['Ani4Bio Animated', 'Isiflix Prod.']",['Ani4Bio Animated'],"['Adventure', 'RPG']",['English'],2020-10-09
1428180,DEATH BOX,['rayusan'],['rayusan'],"['Adventure', 'Casual', 'Indie']",['English'],2021-01-22
1427540,Attack from Planet Smiley,['William Good'],['William Good'],['Indie'],['English'],2020-11-01
3099340,Cathy Et Les Autres Playtest,,,,,2024-08-02
1428680,Abiko The Miko 2,['Nacks Soft'],['Nacks Soft'],"['Action', 'Adventure', 'Casual', 'Indie']","['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Ukrainian', 'Dutch', 'Greek', 'Swedish', 'Spanish - Latin America', 'Thai', 'Czech', 'Danish', 'Turkish', 'Norwegian', 'Hungarian', 'Finnish', 'Bulgarian', 'Vietnamese', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Polish', 'Romanian', 'Russian', 'Icelandic', 'Irish', 'Azerbaijani', 'Assamese', 'Afrikaans', 'Amharic', 'Albanian', 'Armenian', 'Igbo', 'Indonesian', 'Uyghur', 'Welsh', 'Wolof', 'Uzbek', 'Urdu', 'Estonian', 'Odia', 'Kazakh', 'Catalan', 'Kannada', 'Galician', ""K'iche'"", 'Kyrgyz', 'Khmer', 'Croatian', 'Gujarati', 'Quechua', 'Xhosa', 'Konkani', 'Sindhi', 'Sinhala', 'Georgian', 'Scots', 'Slovak', 'Slovenian', 'Swahili', 'Zulu', 'Serbian', 'Sotho', 'Sorani', 'Tajik', 'Tatar', 'Tamil', 'Dari', 'Cherokee', 'Tswana', 'Tigrinya', 'Telugu', 'Turkmen', 'Nepali', 'Hausa', 'Basque', 'Valencian', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Hindi', 'Filipino', 'Hebrew', 'Belarusian', 'Bangla', 'Persian', 'Bosnian', 'Maori', 'Macedonian', 'Malayalam', 'Marathi', 'Maltese', 'Malay', 'Mongolian', 'Yoruba', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Kinyarwanda']",2020-10-07
1428700,Under The Hood,['Shady Corner Games'],['Shady Corner Games'],['Casual'],['English'],2023-10-30
1428710,The Tarnishing of Juxtia,['Actual Nerds'],"['Mastiff', 'Neverland Entertainment']","['Action', 'Indie', 'RPG']","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']",2022-07-26
1428730,BRoS - Battle Royale of Survival,['Paint Cube'],['Paint Cube'],"['Action', 'Early Access']",['English'],2023-03-10
1428770,Kingdom Gun,"['Incredible Two Studios, LLC']","['Incredible Two Studios, LLC']","['Action', 'Adventure', 'Indie']",['English'],2022-07-28
1427800,Mutant Ops,['Jacob Navarro'],['Warhog Games'],"['Action', 'Indie']",['English'],2020-12-25
1427860,Paradise Lust,['Flexible Media'],['Flexible Media'],"['Adventure', 'Indie']",['English'],2023-05-23
1427880,Beat Me! - Puppetonia Tournament,['Red Limb Studio'],['Red Limb Studio'],"['Action', 'Casual', 'Free To Play', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian']",2020-11-13
1427890,Blaston,['Resolution Games'],['Resolution Games'],"['Action', 'Indie', 'Strategy']","['English', 'French', 'German', 'Japanese', 'Korean', 'Russian', 'Swedish', 'Spanish - Spain', 'Simplified Chinese', 'Italian', 'Traditional Chinese']",2020-12-15
1427900,1001 Jigsaw World Tour Africa,['Somer Games'],['8floor'],['Casual'],"['English', 'French', 'German', 'Russian']",2020-10-30
1427910,Gem Legends,['Wellore'],['8floor'],['Casual'],"['English', 'French', 'German', 'Russian']",2020-10-30
1427920,Griddlers TED and PET,['Creobit'],['8floor'],['Casual'],"['English', 'German', 'Russian']",2020-10-30
1427930,Fairytale Mosaics Cinderella,['Somer Games'],['8floor'],['Casual'],"['English', 'French', 'German', 'Russian']",2020-10-30
1427940,Pirate Jigsaw,['Creobit'],['8floor'],['Casual'],"['English', 'French', 'German', 'Russian']",2020-10-30
1427950,Solitaire Halloween Story,['Creobit'],['8floor'],['Casual'],"['English', 'French', 'German', 'Russian']",2020-11-23
1427960,Jigsaw Boom,['Creobit'],['8floor'],['Casual'],"['English', 'French', 'German', 'Russian']",2020-11-20
1427970,Asian Riddles 3,['Creobit'],['8floor'],['Casual'],"['English', 'German', 'Polish', 'Russian', 'Czech']",2020-11-20
1427980,Strike Solitaire 3,['Creobit'],['8floor'],['Casual'],"['English', 'French', 'German', 'Russian']",2020-11-27
1427990,Jigsaw Tour,['Creobit'],['8floor'],['Casual'],"['English', 'French', 'Russian']",2020-11-23
1428030,Prince Of Wallachia,['SP GAMES'],['SP GAMES'],"['Action', 'Adventure', 'Indie']",['English'],2021-04-28
1428040,Gizmos: Spirit Of The Christmas,['Oleg Sereda'],['Oleg Sereda'],"['Casual', 'Indie', 'Strategy']","['English', 'French', 'German', 'Russian']",2020-12-15
1428060,Aquamariner,"['Neon Dream Interactive', 'Nova Realities']","['Neon Dream Interactive', 'Nova Realities']","['Casual', 'Indie', 'Simulation']",['English'],2023-11-16
1428080,House with Puzzles,['ByteTeam'],[' ByteTeam'],['Adventure'],"['English', 'Russian']",2023-11-14
1428100,Instruments of Destruction,['Radiangames'],['Radiangames'],"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",2024-05-10
1428130,DARK MAGIC,['FEDOS CHANNEL'],['FEDOS CHANNEL'],"['Action', 'Adventure', 'Casual', 'Indie']",['English'],2020-11-03
1427570,Pepe's Revenge,"['Carlos Bott', 'FractalDev Games']",,"['Action', 'Early Access']",['English'],2024-05-17
3083840,Popcorn! Playtest,,,,,2024-07-08
1691580,Batora: Lost Haven Playtest,,,,,2021-07-15
1427620,Caapora Adventure - Ojibe's Revenge,['Overaction Game Studio'],['Overaction Game Studio'],"['Action', 'Adventure', 'Indie', 'RPG']","['English', 'French', 'Spanish - Spain', 'Portuguese - Brazil']",2022-04-18
1427640,All-Time Battle,"['Broken Bunny Studios, Inc']","['Broken Bunny Studios, Inc']","['Action', 'Free To Play', 'Indie', 'Massively Multiplayer', 'Early Access']",['English'],2020-10-24
1427680,Magia X,"['Superacid', 'Manlev Games']",['Superacid'],['Action'],"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",2021-02-25
1427700,Realm Engine | Virtual Tabletop,['Blake Johnson'],['Pixel Ghost'],"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",['English'],2021-03-05
1427710,EmptyBottle,['Nerve Singer'],['Gamera Games'],['Indie'],"['English', 'Simplified Chinese']",2020-11-11
1427030,Inukari - Chase of Deception,['EinzelartigGames'],['EinzelartigGames'],"['Action', 'Indie']",['English'],2021-03-18
1427100,Eat fish 3D,['续梦科技工作室'],['续梦科技工作室'],"['Adventure', 'Casual', 'Indie', 'Simulation']","['English', 'Simplified Chinese']",2020-11-09
1427120,Consequence,['Mr. Noodle'],['Mr. Noodle'],"['Adventure', 'Indie']",['English'],2020-11-11
1427130,Elusive World,['PistolizedCannon'],['PistolizedCannon'],"['Action', 'Adventure', 'Indie', 'RPG']",['English'],2021-12-23
1427140,Among School Girls,['Blessing Company'],['Blessing Company'],"['Adventure', 'Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']",2020-10-06
1427150,The Episodic,['Redwoods Digital Games'],['Redwoods Digital Games'],"['Action', 'Adventure', 'Indie']",['English'],2020-10-21
1427210,From the Shadows,['Gamagora ICOM'],['Gamagora ICOM'],"['Action', 'Adventure', 'Casual', 'Free To Play', 'Indie']",['English'],2020-11-27
1427290,Jiguland,['Jiguman'],['Jiguman'],"['Adventure', 'RPG']","['English', 'Korean']",2020-10-20
1427300,Detours,['Mismatched Games'],['Code Coven'],"['Adventure', 'Indie']",['English'],2021-02-10
1427320,Decamped,['Sobek Games'],['Sobek Games'],"['Adventure', 'Indie']",['English'],2021-04-29
1427400,Sky Journey - Jigsaw Landscapes,['RSoft Games'],['RSoft Games'],"['Adventure', 'Casual', 'Indie']",['English'],2020-11-05
1427420,Bloodland,['Kultured Dev'],['Kultured Dev'],"['Action', 'Free To Play', 'Strategy', 'Early Access']",['English'],2020-10-29
1427450,Dino Drink,['ByteMirage'],['ByteMirage'],"['Adventure', 'Casual', 'Indie', 'Racing', 'Strategy']",['English'],2022-08-04
1427480,Miner Ultra Rag Smash,['Sinned Games'],['Sinned Games'],"['Action', 'Casual', 'Indie', 'Sports']",['English'],2020-11-04
1426530,Sid Classic,['Singta inc.'],['Singta inc.'],"['Adventure', 'Casual', 'RPG', 'Simulation', 'Strategy']","['English', 'French', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Spanish - Latin America', 'Japanese', 'Thai']",2021-02-18
1426540,Angry Cat,['515 Games'],['515 Games'],"['Action', 'Casual']","['English', 'French', 'Portuguese - Brazil', 'Spanish - Latin America']",2022-08-26
1426560,Ghost Opera House 剧院魅影,['Jian Ou'],['Jian Ou'],"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",['English'],2021-01-01
1426570,Space Station 51,['YZ'],['YZ'],"['Adventure', 'Indie', 'RPG']","['English', 'Simplified Chinese']",2021-11-30
1426740,Aveliana,['TheFrenchDev (Romain)'],['TheFrenchDev'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']","['English', 'French', 'Spanish - Spain']",2024-02-23
1426890,Jewel Match Solitaire Collector's Edition,['Suricate Software'],['Grey Alien Games'],"['Casual', 'Indie']",['English'],2020-11-19
1426900,Dread Nautical,['Zen Studios'],['Zen Studios'],"['Indie', 'RPG']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Arabic']",2020-10-27
1426950,Heart of Dungeon,['Hitori Games'],['Hitori Games'],"['Casual', 'Indie', 'RPG']","['English', 'Japanese', 'French', 'Italian', 'German', 'Greek', 'Swedish', 'Czech', 'Danish', 'Hungarian', 'Finnish', 'Bulgarian', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Polish', 'Romanian', 'Simplified Chinese', 'Spanish - Spain']",2022-05-17
1425770,再苟一步 One More Step,['01 Games'],[' AplusGames'],"['Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",['Simplified Chinese'],2020-11-06
1425790,刺沙,['刺沙'],['刺沙'],"['Casual', 'Free To Play', 'Massively Multiplayer', 'RPG']",['Simplified Chinese'],2020-10-23
1426980,Hidden Memory - Nature,['YAW Studios'],['YAW Studios'],"['Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Danish', 'Spanish - Latin America', 'Finnish', 'Greek', 'Dutch', 'Hungarian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Czech', 'Turkish', 'Ukrainian', 'Vietnamese', 'Arabic']",2020-11-18
1426990,Anime - Space Sniper,['Seito Games'],['Seito Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Sports']",['English'],2020-11-15
1426090,My Yandere Sister loves me too much!,['Norn'],['Cherry Kiss Games'],['Casual'],"['English', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Spain', 'Spanish - Latin America']",2020-10-16
1426100,BoingBoingOuch,['Michael Nassey'],['mobpig'],['Indie'],['English'],2022-05-09
1426110,Love n Dream: Virtual Happiness,['Secret Labo'],['Secret Labo'],"['Casual', 'Indie']","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",2020-12-19
1426120,Re:DESTINY,['D-Ark Studio'],['Secret Labo'],"['Adventure', 'Casual', 'Indie', 'RPG']","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",2021-11-19
1426130,MAYOR MADNESS,['Sola Games'],['Sola Games'],"['Action', 'Adventure', 'Casual', 'Strategy']",['English'],2020-10-22
1426160,The Den of Worms,['Scream In To Void'],['Scream In To Void'],"['Adventure', 'Indie', 'RPG']",['English'],2020-10-15
1426190,Bloody Horde,['TC Games'],['TC Games'],"['Action', 'Indie', 'Early Access']",['English'],2020-10-09
1426230,It's Not About The End,['Matheus Estevão'],['Matheus Estevão'],"['Adventure', 'Indie']","['English', 'Portuguese - Brazil']",2020-11-09
1426280,Hello Puppets! VR,['Otherworld Interactive'],['Otherworld Interactive'],['Adventure'],['English'],2020-10-22
1426310,Dee-6: Dice Defenders,"[""KBA3u's factory""]","[""KBA3u's factory""]","['Indie', 'Simulation', 'Strategy']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Portugal', 'Russian', 'Japanese']",2021-03-31
1426330,Mega Veg Man,['Bug Bounty Games'],['Bug Bounty Games'],"['Action', 'Adventure']",['English'],2020-10-05
1426340,Super Dream-Weaver,['RetroSocks'],['RetroSocks'],"['Casual', 'Indie', 'RPG']",['English'],2023-03-25
1426370,Cat Attack,['CoolSoft'],['CoolSoft'],"['Indie', 'RPG']",['English'],2023-10-05
1426400,Beat 'Em Up,['Glitch Studio'],['Glitch Studio'],['Action'],['English'],2020-10-06
1426440,MICROVOLTS: Recharged,['Masangsoft'],['Masangsoft'],"['Action', 'Casual', 'Free To Play']",['English'],2023-09-08
1426470,Blade Assault Playtest,,,,,2021-05-12
1426480,Fate of Kai,['TRYLIGHT GAME STUDIO'],['TheGamePublisher.com'],"['Adventure', 'Casual', 'Indie']","['English', 'Spanish - Spain', 'French', 'Italian', 'German']",2021-03-19
1426490,LOST EPIC,"['oneoreight', 'Team EARTHWARS']",['oneoreight'],"['Action', 'Indie', 'RPG']","['English', 'Simplified Chinese', 'Japanese', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Korean', 'Traditional Chinese']",2022-07-27
1426500,Reboot,['Plug'],"['Plug', 'WindField Games']",['Indie'],['Simplified Chinese'],2020-11-04
1425550,Who is the Liar?,['ASA Games Studio'],['ASA Games Studio'],"['Indie', 'Strategy']","['English', 'Portuguese - Brazil']",2021-07-22
1425580,Last Soul - Prologue,['Wulum Creative Technology Ltd.'],['Wulum Creative Technology Ltd.'],"['Action', 'Indie']",['English'],2021-10-19
1425590,HYPER METEOR,['Vertex Pop'],['Vertex Pop'],"['Action', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Spanish - Latin America']",2023-07-27
1425620,赤蛮奇的头头大冒险 ~ Sekibanki Head Adventure,['此幻社 ~ TheGensou Studio'],['此幻社 ~ TheGensou Studio'],"['Adventure', 'Casual', 'Early Access']",['Simplified Chinese'],2021-03-26
1425630,Space Crusaders,['AbsurdPoncho'],['AbsurdPoncho'],"['Action', 'Casual', 'Indie', 'Early Access']",['English'],2022-08-18
1425640,Minestrife,['Tilenauts'],['Tilenauts'],['Strategy'],['English'],2020-10-07
1425670,Shadow Eclipse,['Shadow Eclipse'],['Shadow Eclipse'],"['Action', 'Indie', 'RPG', 'Early Access']",['English'],2024-03-22
1425690,Eden's Lair,['Hallowed-Gin'],['Hallowed-Gin'],['Action'],['English'],2020-10-09
1425720,Human Constructor VR,['Exxit'],['Exxit'],['Simulation'],"['English', 'Russian']",2020-10-11
